36,6
6,36
3,21
21,3
3,27
27,3
24,48
48,24
3,39
39,3
50,42
42,50
26,3
3,26
6,46
46,6
6,35
35,6
40,3
3,40
40,49
49,40
41,38
38,41
33,40
40,33
48,46
46,48
25,38
38,25
32,39
39,32
32,13
13,32
41,44
44,41
9,13
13,9
2,30
30,2
22,38
38,22
4,23
23,4
21,48
48,21
28,41
41,28
40,10
10,40
24,13
13,24
41,26
26,41
43,40
40,43
32,22
22,32
48,3
3,48
38,8
8,38
18,11
11,18
10,12
12,10
14,28
28,14
2,18
18,2
41,32
32,41
46,15
15,46
43,38
38,43
25,6
6,25
48,45
45,48
39,38
38,39
47,49
49,47
47,1
1,47
42,47
47,42
40,50
50,40
23,31
31,23
50,21
21,50
44,32
32,44
17,4
4,17
26,47
47,26
49,20
20,49
50,33
33,50
30,22
22,30
27,13
13,27
42,34
34,42
34,40
40,34
29,38
38,29
28,11
11,28
22,20
20,22
17,22
22,17
29,20
20,29
12,7
7,12
50,28
28,50
40,39
39,40
50,15
15,50
23,40
40,23
34,38
38,34
39,35
35,39
26,8
8,26
26,15
15,26
14,4
4,14
4,3
3,4
24,17
17,24
17,45
45,17
38,50
50,38
14,30
30,14
28,10
10,28
16,13
13,16
8,30
30,8
5,20
20,5
18,20
20,18
19,47
47,19
5,27
27,5
27,34
34,27
42,5
5,42
4,50
50,4
27,1
1,27
22,4
4,22
38,5
5,38
43,41
41,43
32,35
35,32
36,42
42,36
18,17
17,18
14,42
42,14
13,25
25,13
47,14
14,47
46,33
33,46
10,4
4,10
39,28
28,39
31,50
50,31
30,37
37,30
12,11
11,12
27,46
46,27
5,9
9,5
40,46
46,40
5,28
28,5
40,9
9,40
7,44
44,7
18,38
38,18
49,8
8,49
40,19
19,40
45,4
4,45
21,44
44,21
16,32
32,16
35,50
50,35
41,15
15,41
3,29
29,3
15,43
43,15
5,19
19,5
34,4
4,34
32,25
25,32
42,12
12,42
10,1
1,10
14,22
22,14
10,34
34,10
14,45
45,14
50,41
41,50
50,16
16,50
47,5
5,47
27,24
24,27
30,46
46,30
26,12
12,26
6,31
31,6
36,43
43,36
18,39
39,18
17,21
21,17
45,30
30,45
47,2
2,47
9,36
36,9
25,44
44,25
15,10
10,15
35,27
27,35
46,20
20,46
26,36
36,26
13,47
47,13
39,4
4,39
30,31
31,30
50,12
12,50
32,29
29,32
12,5
5,12
46,31
31,46
37,39
39,37
26,42
42,26
46,22
22,46
17,11
11,17
50,23
23,50
48,39
39,48
29,14
14,29
1,15
15,1
43,23
23,43
28,18
18,28
48,15
15,48
25,8
8,25
20,6
6,20
12,15
15,12
46,12
12,46
15,29
29,15
4,37
37,4
33,1
1,33
37,2
2,37
19,7
7,19
1,16
16,1
19,24
24,19
35,2
2,35
12,39
39,12
49,36
36,49
19,45
45,19
15,16
16,15
25,39
39,25
9,16
16,9
39,2
2,39
34,44
44,34
9,1
1,9
10,13
13,10
33,2
2,33
31,37
37,31
23,46
46,23
44,8
8,44
31,45
45,31
26,4
4,26
32,34
34,32
14,13
13,14
46,14
14,46
13,20
20,13
13,26
26,13
11,34
34,11
12,16
16,12
34,25
25,34
33,45
45,33
13,22
22,13
46,11
11,46
30,26
26,30
9,15
15,9
1,29
29,1
30,48
48,30
24,26
26,24
27,39
39,27
23,6
6,23
17,48
48,17
8,40
40,8
24,8
8,24
33,3
3,33
41,2
2,41
24,28
28,24
2,31
31,2
36,25
25,36
47,41
41,47
11,44
44,11
17,9
9,17
24,37
37,24
4964,609
609,4964
1722,1926
1926,1722
5196,3592
3592,5196
3157,945
945,3157
7050,2703
2703,7050
7003,6124
6124,7003
3033,7543
7543,3033
7904,5894
5894,7904
5872,8251
8251,5872
5069,1177
1177,5069
3252,8102
8102,3252
2896,2646
2646,2896
3974,5937
5937,3974
3586,2053
2053,3586
4750,2229
2229,4750
4504,7249
7249,4504
8077,986
986,8077
2229,7920
7920,2229
6070,7821
7821,6070
228,2712
2712,228
1364,8510
8510,1364
562,7152
7152,562
7829,2462
2462,7829
263,2817
2817,263
24,5709
5709,24
3277,8418
8418,3277
4171,1004
1004,4171
3542,4330
4330,3542
4028,7534
7534,4028
1803,2866
2866,1803
2144,7646
7646,2144
5611,3741
3741,5611
5895,4854
4854,5895
5853,1944
1944,5853
5357,5906
5906,5357
6277,6704
6704,6277
2141,7825
7825,2141
8616,6479
6479,8616
6224,3133
3133,6224
8287,7049
7049,8287
8529,1175
1175,8529
4020,1602
1602,4020
1741,4186
4186,1741
7551,3480
3480,7551
1458,2262
2262,1458
923,6516
6516,923
8413,4374
4374,8413
170,4464
4464,170
6833,5678
5678,6833
5602,7930
7930,5602
2904,6358
6358,2904
7485,4155
4155,7485
6453,268
268,6453
4413,2697
2697,4413
6098,7741
7741,6098
175,4708
4708,175
2756,3458
3458,2756
3851,606
606,3851
4413,2121
2121,4413
3474,6771
6771,3474
8279,7394
7394,8279
6143,8624
8624,6143
1847,4675
4675,1847
5933,1345
1345,5933
3174,1446
1446,3174
1491,8317
8317,1491
6341,6006
6006,6341
2340,6858
6858,2340
7493,8481
8481,7493
462,5861
5861,462
7143,5705
5705,7143
2051,4793
4793,2051
7773,533
533,7773
639,8355
8355,639
4296,5747
5747,4296
6010,222
222,6010
3827,4883
4883,3827
1989,4355
4355,1989
755,8381
8381,755
4144,1674
1674,4144
1635,5541
5541,1635
2106,4919
4919,2106
8169,38
38,8169
65,4342
4342,65
6530,4524
4524,6530
7613,5683
5683,7613
2812,306
306,2812
8580,1077
1077,8580
8321,5064
5064,8321
2977,7573
7573,2977
5307,2000
2000,5307
6050,375
375,6050
5966,5660
5660,5966
410,8348
8348,410
1081,2451
2451,1081
7900,4285
4285,7900
3464,2009
2009,3464
1903,7460
7460,1903
7918,2100
2100,7918
823,1309
1309,823
3260,4785
4785,3260
3970,241
241,3970
1602,1457
1457,1602
7295,8379
8379,7295
8257,3405
3405,8257
1593,6681
6681,1593
6171,838
838,6171
2969,1726
1726,2969
7212,7776
7776,7212
6014,1809
1809,6014
1966,2241
2241,1966
2113,2116
2116,2113
1968,4039
4039,1968
8219,882
882,8219
3417,6352
6352,3417
279,2439
2439,279
539,70
70,539
7595,5108
5108,7595
3186,6738
6738,3186
8254,2641
2641,8254
379,5074
5074,379
3642,1986
1986,3642
1617,4028
4028,1617
4770,6593
6593,4770
7963,8203
8203,7963
461,1545
1545,461
6548,5045
5045,6548
815,1548
1548,815
3281,8346
8346,3281
8025,3397
3397,8025
2816,910
910,2816
3107,1968
1968,3107
3951,2998
2998,3951
2873,5950
5950,2873
5203,6350
6350,5203
724,5436
5436,724
7822,644
644,7822
6383,7251
7251,6383
2270,1918
1918,2270
2540,6434
6434,2540
3331,4723
4723,3331
1591,4919
4919,1591
631,5083
5083,631
4835,173
173,4835
8510,386
386,8510
2246,279
279,2246
1959,4663
4663,1959
6691,5160
5160,6691
4706,7303
7303,4706
1533,1052
1052,1533
7639,2789
2789,7639
2442,955
955,2442
4393,872
872,4393
3884,2067
2067,3884
5594,5187
5187,5594
2072,7570
7570,2072
2332,5662
5662,2332
3915,7505
7505,3915
3722,1376
1376,3722
8556,6531
6531,8556
4897,2275
2275,4897
7324,6148
6148,7324
5937,5906
5906,5937
96,2574
2574,96
3409,2493
2493,3409
205,3203
3203,205
2750,2438
2438,2750
7601,114
114,7601
7498,7972
7972,7498
646,2473
2473,646
2592,1660
1660,2592
3715,4737
4737,3715
565,6853
6853,565
3746,7269
7269,3746
8036,8171
8171,8036
2054,8454
8454,2054
4755,6037
6037,4755
6802,4217
4217,6802
8211,5384
5384,8211
5921,1116
1116,5921
7858,6566
6566,7858
2870,435
435,2870
7620,8327
8327,7620
5973,516
516,5973
8559,7851
7851,8559
1795,7969
7969,1795
6941,2622
2622,6941
3774,5423
5423,3774
7378,6570
6570,7378
5251,5342
5342,5251
2066,2416
2416,2066
239,2860
2860,239
1057,7672
7672,1057
1245,7774
7774,1245
5983,7915
7915,5983
5843,758
758,5843
6510,2919
2919,6510
880,869
869,880
5614,4161
4161,5614
329,565
565,329
863,1052
1052,863
3800,5041
5041,3800
4807,4054
4054,4807
2199,8143
8143,2199
8581,2877
2877,8581
6671,7119
7119,6671
6678,8180
8180,6678
1703,4682
4682,1703
112,3226
3226,112
7425,6255
6255,7425
1708,7538
7538,1708
471,64
64,471
2317,7755
7755,2317
3245,4230
4230,3245
5451,603
603,5451
213,8046
8046,213
6898,5179
5179,6898
6975,6197
6197,6975
7948,7780
7780,7948
545,1596
1596,545
2693,228
228,2693
4647,6172
6172,4647
7350,1550
1550,7350
6450,961
961,6450
2592,6046
6046,2592
6854,8625
8625,6854
2399,5140
5140,2399
445,1805
1805,445
3919,1115
1115,3919
1212,3685
3685,1212
7977,1016
1016,7977
3449,5408
5408,3449
6498,2975
2975,6498
5522,4585
4585,5522
1056,7390
7390,1056
5860,6460
6460,5860
1222,3937
3937,1222
716,2318
2318,716
6377,5059
5059,6377
6893,2335
2335,6893
2814,535
535,2814
3495,3054
3054,3495
1821,6297
6297,1821
2996,7365
7365,2996
8229,4239
4239,8229
7910,6711
6711,7910
3374,4115
4115,3374
5849,4279
4279,5849
7208,3800
3800,7208
9,1642
1642,9
8491,889
889,8491
2144,6980
6980,2144
8170,3648
3648,8170
8069,7908
7908,8069
6326,6921
6921,6326
6259,398
398,6259
3327,7617
7617,3327
237,6714
6714,237
2771,8436
8436,2771
414,5583
5583,414
6294,4402
4402,6294
7161,4970
4970,7161
569,7092
7092,569
8642,3642
3642,8642
2427,7107
7107,2427
5457,7460
7460,5457
6508,3701
3701,6508
669,1479
1479,669
5672,3030
3030,5672
579,3568
3568,579
8313,1151
1151,8313
869,4012
4012,869
6915,4700
4700,6915
6553,278
278,6553
2852,6300
6300,2852
6183,7276
7276,6183
2003,4872
4872,2003
4270,3161
3161,4270
2606,7149
7149,2606
7250,7622
7622,7250
8543,8171
8171,8543
8393,13
13,8393
3049,6042
6042,3049
5469,6302
6302,5469
5999,5550
5550,5999
6507,6883
6883,6507
1350,6025
6025,1350
5237,711
711,5237
889,1883
1883,889
942,8241
8241,942
802,4797
4797,802
4586,1542
1542,4586
8455,537
537,8455
3190,952
952,3190
8605,717
717,8605
1320,1284
1284,1320
3530,4070
4070,3530
7561,4103
4103,7561
69,1758
1758,69
8036,3868
3868,8036
3697,174
174,3697
1473,4158
4158,1473
7629,2550
2550,7629
2296,7462
7462,2296
3622,6833
6833,3622
6390,2280
2280,6390
2557,8664
8664,2557
5283,8441
8441,5283
6432,3632
3632,6432
2638,2543
2543,2638
2128,7175
7175,2128
2938,6958
6958,2938
5552,2913
2913,5552
4921,1513
1513,4921
4857,6299
6299,4857
392,6323
6323,392
3626,4436
4436,3626
8485,1145
1145,8485
3066,8086
8086,3066
6507,3164
3164,6507
6873,5874
5874,6873
3298,1436
1436,3298
1040,3353
3353,1040
2312,3877
3877,2312
7327,4767
4767,7327
8575,242
242,8575
1806,7126
7126,1806
4671,545
545,4671
1961,7373
7373,1961
1788,4079
4079,1788
4967,2633
2633,4967
8593,3377
3377,8593
6447,477
477,6447
79,264
264,79
6549,695
695,6549
294,6037
6037,294
209,2322
2322,209
2868,4042
4042,2868
7614,6926
6926,7614
1601,3949
3949,1601
3759,7566
7566,3759
4484,4951
4951,4484
6836,1608
1608,6836
1251,3361
3361,1251
288,4679
4679,288
3381,6887
6887,3381
1033,2048
2048,1033
8254,1344
1344,8254
5178,8579
8579,5178
6707,5148
5148,6707
1181,6740
6740,1181
6344,7479
7479,6344
3558,3004
3004,3558
3171,6665
6665,3171
2084,7235
7235,2084
7738,5889
5889,7738
6374,2229
2229,6374
1122,5250
5250,1122
5946,7396
7396,5946
2301,2939
2939,2301
3779,8055
8055,3779
8343,2012
2012,8343
8461,609
609,8461
7908,8312
8312,7908
7901,5459
5459,7901
3560,5168
5168,3560
5564,5697
5697,5564
7164,2069
2069,7164
3151,4935
4935,3151
1351,6937
6937,1351
4871,1308
1308,4871
7657,2478
2478,7657
2455,1391
1391,2455
5157,3271
3271,5157
806,8579
8579,806
5382,5241
5241,5382
5878,2869
2869,5878
7654,5129
5129,7654
2397,3678
3678,2397
5161,1506
1506,5161
6793,3776
3776,6793
5470,6318
6318,5470
2152,2751
2751,2152
740,2399
2399,740
2321,572
572,2321
7513,1269
1269,7513
8603,5864
5864,8603
5485,7178
7178,5485
896,6158
6158,896
8494,8431
8431,8494
8071,3652
3652,8071
6663,2959
2959,6663
7282,8008
8008,7282
6745,3834
3834,6745
5656,7149
7149,5656
3295,8580
8580,3295
5730,6923
6923,5730
5912,7752
7752,5912
4007,8474
8474,4007
1338,5621
5621,1338
8259,439
439,8259
6772,6590
6590,6772
5602,8248
8248,5602
1012,6376
6376,1012
3597,2491
2491,3597
8093,1731
1731,8093
4836,7992
7992,4836
3617,7130
7130,3617
1104,7360
7360,1104
1673,3372
3372,1673
7691,4577
4577,7691
4805,5188
5188,4805
2923,5266
5266,2923
5448,4272
4272,5448
8169,4954
4954,8169
681,4046
4046,681
8575,4471
4471,8575
1220,7829
7829,1220
6762,8552
8552,6762
4678,8596
8596,4678
6551,5509
5509,6551
3295,1565
1565,3295
7296,2153
2153,7296
5731,5686
5686,5731
8345,3852
3852,8345
3162,6018
6018,3162
4075,6528
6528,4075
5835,7665
7665,5835
123,6011
6011,123
3127,1218
1218,3127
6778,3309
3309,6778
7948,3045
3045,7948
3879,1401
1401,3879
3321,7580
7580,3321
5484,3152
3152,5484
3686,6356
6356,3686
2742,2461
2461,2742
2170,1115
1115,2170
5165,6893
6893,5165
2100,6511
6511,2100
3816,8092
8092,3816
4222,1502
1502,4222
1155,7909
7909,1155
2888,7860
7860,2888
6283,6363
6363,6283
3040,4378
4378,3040
8325,956
956,8325
5320,2506
2506,5320
5462,5453
5453,5462
14,1418
1418,14
2984,4397
4397,2984
8532,2244
2244,8532
2938,3556
3556,2938
7245,4784
4784,7245
8633,5616
5616,8633
2681,3328
3328,2681
2123,2467
2467,2123
7967,1549
1549,7967
3618,7856
7856,3618
1856,2506
2506,1856
7806,2023
2023,7806
2208,3192
3192,2208
432,1869
1869,432
5796,875
875,5796
3723,2594
2594,3723
968,6084
6084,968
663,3381
3381,663
5983,1546
1546,5983
1443,4486
4486,1443
8418,112
112,8418
2275,6010
6010,2275
5495,5872
5872,5495
1339,5945
5945,1339
5811,4600
4600,5811
8160,2954
2954,8160
1048,1232
1232,1048
2693,3964
3964,2693
5355,5206
5206,5355
1996,2530
2530,1996
3907,1364
1364,3907
4833,1593
1593,4833
5381,644
644,5381
510,1812
1812,510
2457,1834
1834,2457
5694,728
728,5694
219,5911
5911,219
7002,2771
2771,7002
5386,6264
6264,5386
7499,5456
5456,7499
6307,2041
2041,6307
8284,228
228,8284
2667,2815
2815,2667
6340,5296
5296,6340
8179,5813
5813,8179
1226,1999
1999,1226
2983,2711
2711,2983
7632,7161
7161,7632
7175,6076
6076,7175
3723,6606
6606,3723
2093,1160
1160,2093
2727,436
436,2727
6527,6186
6186,6527
5058,1247
1247,5058
2819,6803
6803,2819
4029,6433
6433,4029
7211,7286
7286,7211
5816,7640
7640,5816
674,2006
2006,674
3711,4594
4594,3711
896,1398
1398,896
4126,6543
6543,4126
8576,1353
1353,8576
3592,7435
7435,3592
3705,4767
4767,3705
674,4559
4559,674
1855,941
941,1855
2926,1971
1971,2926
2693,7075
7075,2693
3460,4815
4815,3460
4520,7339
7339,4520
8651,6815
6815,8651
350,2478
2478,350
6722,6774
6774,6722
8647,6656
6656,8647
4820,5408
5408,4820
4836,1069
1069,4836
2125,1888
1888,2125
760,1899
1899,760
7802,2607
2607,7802
88,7538
7538,88
6673,6877
6877,6673
5062,5531
5531,5062
7036,3976
3976,7036
6169,4062
4062,6169
6196,4205
4205,6196
1814,4441
4441,1814
3479,4855
4855,3479
6560,2357
2357,6560
1753,3491
3491,1753
6896,1307
1307,6896
4951,509
509,4951
4454,3340
3340,4454
1078,3604
3604,1078
1549,3335
3335,1549
5018,7910
7910,5018
7354,4166
4166,7354
1621,4602
4602,1621
62,3838
3838,62
834,399
399,834
1667,8401
8401,1667
2505,5357
5357,2505
6418,7774
7774,6418
3102,6022
6022,3102
4726,7095
7095,4726
3187,7549
7549,3187
2564,2363
2363,2564
1834,4080
4080,1834
3347,6009
6009,3347
4851,452
452,4851
6532,8163
8163,6532
7259,8388
8388,7259
6817,6826
6826,6817
8009,5037
5037,8009
3587,6512
6512,3587
6074,1481
1481,6074
7645,4280
4280,7645
8513,6088
6088,8513
5339,5964
5964,5339
5761,1578
1578,5761
6449,580
580,6449
6375,6253
6253,6375
4282,4262
4262,4282
4602,1038
1038,4602
1429,7261
7261,1429
8342,2845
2845,8342
2262,88
88,2262
1887,3159
3159,1887
5163,8287
8287,5163
1635,7234
7234,1635
3639,8655
8655,3639
831,534
534,831
6760,7784
7784,6760
3974,1080
1080,3974
7666,381
381,7666
92,6409
6409,92
2988,7999
7999,2988
126,7840
7840,126
8520,5479
5479,8520
7151,6171
6171,7151
5361,110
110,5361
3174,6785
6785,3174
5939,337
337,5939
4161,4584
4584,4161
3420,840
840,3420
3231,2758
2758,3231
1916,5431
5431,1916
5316,2251
2251,5316
326,5564
5564,326
620,8407
8407,620
859,5483
5483,859
112,6930
6930,112
7362,4908
4908,7362
574,1149
1149,574
6707,1258
1258,6707
4087,6824
6824,4087
5183,6409
6409,5183
476,3262
3262,476
6086,2323
2323,6086
8562,300
300,8562
3592,1424
1424,3592
2116,5013
5013,2116
8510,5321
5321,8510
4246,965
965,4246
4340,4258
4258,4340
3659,6673
6673,3659
4886,3643
3643,4886
3916,1597
1597,3916
1850,2897
2897,1850
7742,7412
7412,7742
8666,7308
7308,8666
995,8063
8063,995
3683,3515
3515,3683
6431,5161
5161,6431
3926,1452
1452,3926
5254,4451
4451,5254
7986,5236
5236,7986
337,202
202,337
5500,1855
1855,5500
7248,1371
1371,7248
6184,2152
2152,6184
7251,3936
3936,7251
3841,3349
3349,3841
5373,8296
8296,5373
7116,7661
7661,7116
3987,2495
2495,3987
5934,1481
1481,5934
4006,8573
8573,4006
3717,6688
6688,3717
8047,2687
2687,8047
4214,3997
3997,4214
2126,6928
6928,2126
608,1614
1614,608
6700,1958
1958,6700
2577,2393
2393,2577
8249,5895
5895,8249
8384,8570
8570,8384
1067,4312
4312,1067
579,7794
7794,579
2239,6299
6299,2239
7150,6431
6431,7150
5288,6930
6930,5288
1254,4157
4157,1254
6542,1118
1118,6542
1082,326
326,1082
4936,4484
4484,4936
8490,5755
5755,8490
747,5237
5237,747
4213,7210
7210,4213
2029,8356
8356,2029
5231,4722
4722,5231
1690,7513
7513,1690
6955,6747
6747,6955
7431,347
347,7431
680,882
882,680
1195,3370
3370,1195
4067,2208
2208,4067
3534,5463
5463,3534
3737,2551
2551,3737
2904,3501
3501,2904
7393,6458
6458,7393
3251,761
761,3251
6706,4065
4065,6706
5941,3984
3984,5941
3625,5722
5722,3625
1941,938
938,1941
5980,2802
2802,5980
4586,1705
1705,4586
1824,6186
6186,1824
7992,3068
3068,7992
2843,3844
3844,2843
6556,7390
7390,6556
3756,5257
5257,3756
825,6180
6180,825
1934,7942
7942,1934
3169,6644
6644,3169
3403,6424
6424,3403
1907,5354
5354,1907
6918,8057
8057,6918
3212,2473
2473,3212
6163,8437
8437,6163
1561,2610
2610,1561
2651,7922
7922,2651
8660,7825
7825,8660
5949,675
675,5949
6598,8581
8581,6598
4606,8628
8628,4606
755,4006
4006,755
8588,2259
2259,8588
4171,1025
1025,4171
6349,8510
8510,6349
2514,7224
7224,2514
4507,945
945,4507
333,1772
1772,333
3072,924
924,3072
4618,793
793,4618
121,8202
8202,121
8131,2637
2637,8131
3141,4627
4627,3141
2595,5727
5727,2595
4211,6546
6546,4211
1351,7504
7504,1351
6336,5505
5505,6336
5138,2555
2555,5138
6331,3792
3792,6331
681,3295
3295,681
8369,3314
3314,8369
3375,6099
6099,3375
4053,2849
2849,4053
8588,5746
5746,8588
4528,7649
7649,4528
2596,7126
7126,2596
5815,995
995,5815
3028,2411
2411,3028
7678,1497
1497,7678
1901,3553
3553,1901
4796,94
94,4796
3658,1949
1949,3658
1828,7283
7283,1828
2841,7470
7470,2841
8113,1217
1217,8113
4817,6463
6463,4817
4215,1323
1323,4215
2495,7299
7299,2495
6440,7208
7208,6440
7440,889
889,7440
324,5939
5939,324
4793,1955
1955,4793
5289,4231
4231,5289
